Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo
Av. Colonial,Calle Bolognesi,Centro de Distribución,Punto de Entrega,-11.898406982665245,-77.05509410614839,-11.877872566710261,-76.78524727719137,78:38,44.9,103.18
Av. Separadora Industrial,Av. Óscar R. Benavides,Centro de Distribución,Punto de Entrega,-12.158054654624118,-77.07622962715355,-12.43940353057645,-76.82050969980425,96:00,70.29,163.01
Av. San Luis,Av. Alfonso Ugarte,Centro de Distribución,Punto de Entrega,-11.96380482311702,-77.12498416107086,-12.344318365400717,-77.18616760200499,39:04,25.23,45.11
Av. San Juan,Calle Ignacio Merino,Centro de Distribución,Punto de Entrega,-12.31014128832075,-77.27518002522712,-12.430811469829212,-77.27963759808507,30:23,13.2,34.32
Av. Alfredo Mendiola,Av. Costanera,Centro de Distribución,Punto de Entrega,-12.325274532874518,-77.2713101372295,-11.852620999868453,-77.12652116147238,20:52,13.27,25.56
Calle Berlín,Calle Puno,Punto de Entrega,Centro de Distribución,-12.099018410268656,-76.80147091009992,-12.104639432599637,-76.8988962996606,109:18,82.56,93.28
Calle Camaná,Calle Manuel Almenara,Centro de Distribución,Punto de Entrega,-11.712977029800053,-77.14742997292026,-11.822725628127062,-77.18740189479155,113:11,25.6,75.65
Calle San Borja Sur,Calle La Luz,Punto de Entrega,Centro de Distribución,-12.337731006447063,-77.04264851784933,-12.431259043663706,-77.14561424128304,109:51,62.33,131.86
Av. Alcázar,Av. Los Insurgentes,Centro de Distribución,Punto de Entrega,-12.485887298696374,-76.79181810121653,-12.19392872598413,-76.71933693495644,57:44,44.57,86.7
Av. El Sol,Calle Los Ficus,Centro de Distribución,Punto de Entrega,-12.127474495569572,-76.9012539934887,-12.277898325704664,-77.22117976768864,89:54,46.38,59.06
Av. Los Próceres,Av. Los Álamos,Centro de Distribución,Punto de Entrega,-12.329832381351373,-77.07478381133156,-12.449618793247032,-76.9650988875569,20:15,13.62,37.15
Av. Salaverry,Av. Argentina,Punto de Entrega,Centro de Distribución,-12.126125102815353,-76.96248658524996,-12.473680264382917,-76.73826934028116,51:58,22.79,46.33
Calle Los Cedros,Av. Huaylas,Punto de Entrega,Punto de Entrega,-11.945053925584704,-76.78978749238235,-11.775834419964065,-77.02059312910649,49:16,12.52,42.15
Calle Bellavista,Calle La Mar,Punto de Entrega,Punto de Entrega,-11.982404260523177,-77.17897013716681,-12.257950451842218,-76.86258297673596,37:32,20.39,49.39
Calle Los Gladiolos,Av. Central,Punto de Entrega,Punto de Entrega,-12.402919407721473,-76.85676684179754,-12.156137772203152,-76.90151800672842,49:45,24.07,40.71
Calle Las Lomas,Calle Grau,Punto de Entrega,Centro de Distribución,-11.717375918098037,-76.88914214897675,-11.846427708056549,-77.23530060927125,37:22,16.55,34.94
Av. Brasil,Calle Berlín,Centro de Distribución,Punto de Entrega,-12.13696187640762,-76.78485479226177,-12.373867181856463,-76.870589808699,111:20,77.81,130.52
Av. Raúl Ferrero,Calle General Suárez,Punto de Entrega,Centro de Distribución,-12.323451725386802,-77.18741211983435,-11.848065890228082,-77.03452518417834,100:06,56.36,79.75
Calle Los Gladiolos,Calle Loreto,Punto de Entrega,Centro de Distribución,-12.448182779759403,-76.74929246309449,-12.233259567271247,-76.80350870264206,59:46,12.27,36.55
Av. Defensores del Morro,Calle San Francisco,Centro de Distribución,Punto de Entrega,-12.065073800548038,-77.1545318130878,-11.931309161526764,-76.7879626021709,106:21,36.37,63.52
Calle Huancavelica,Calle Los Álamos,Centro de Distribución,Punto de Entrega,-12.430534215903396,-77.23682074438811,-12.081908992256679,-76.98009056334521,74:53,26.79,86.54
Av. Panamericana Norte,Calle Los Jazmines,Punto de Entrega,Centro de Distribución,-11.902976694066815,-76.71707397871832,-12.04722373026192,-77.04043973574412,100:27,62.05,79.79
Av. Defensores del Morro,Calle Medrano Silva,Punto de Entrega,Punto de Entrega,-12.4793307011119,-76.94404666076636,-12.40990794915392,-76.80174373374827,102:35,77.34,104.42
Calle Domingo Orué,Calle General Suárez,Punto de Entrega,Punto de Entrega,-11.74855348903547,-76.93662998147242,-11.793354747601416,-76.80352279636847,77:29,54.35,69.35
Calle Bellavista,Calle Pérez de Cuéllar,Centro de Distribución,Punto de Entrega,-11.775942494047202,-77.07904268259512,-12.417777474064515,-77.0026196815461,18:41,10.58,17.75
Calle Francia,Av. Cápac Yupanqui,Punto de Entrega,Punto de Entrega,-11.74970952231668,-77.08134299082921,-12.409099902878834,-76.7692910084312,14:56,7.36,15.76
Av. Javier Prado,Calle Miguel Aljovín,Centro de Distribución,Punto de Entrega,-12.121024172784107,-77.06471558343249,-12.122031693755567,-76.80781886159713,15:54,8.36,17.75
Calle Ignacio Merino,Calle Las Violetas,Centro de Distribución,Punto de Entrega,-11.98250050347582,-77.28517407495849,-11.973803871063971,-76.97418259844578,66:43,15.64,52.41
Calle Diego de Almagro,Calle José Balta,Punto de Entrega,Punto de Entrega,-11.858451065545678,-76.98192212306223,-11.82559451528075,-76.92795053803513,118:50,20.9,99.5
Av. Central,Av. Larco,Punto de Entrega,Centro de Distribución,-12.352230807831306,-77.12360111459164,-11.891576349121976,-77.04483916899925,110:08,68.89,137.24
Calle Tarapacá,Av. Pizarro,Centro de Distribución,Punto de Entrega,-12.117779506402918,-77.05134876319178,-12.031363688694896,-77.22018270731762,40:23,27.43,35.86
Calle Sucre,Av. San Luis,Centro de Distribución,Punto de Entrega,-11.702117723022733,-76.8297827857397,-11.90308101461323,-76.74949922261455,64:40,18.83,40.53
Calle Los Cedros,Calle Libertad,Centro de Distribución,Punto de Entrega,-12.11921409545324,-77.16549242848882,-12.407589018096603,-77.03995475285728,94:56,27.86,99.33
Av. Abancay,Av. San Felipe,Punto de Entrega,Punto de Entrega,-12.316105187393722,-76.77019599383382,-12.35563269018999,-77.12818563715278,58:49,36.93,72.7
Av. Iquitos,Calle Mártir Olaya,Centro de Distribución,Punto de Entrega,-11.889855861795512,-77.25504780389139,-11.865065084250766,-77.16711734302012,112:51,19.8,82.17
Av. Guardia Civil Sur,Calle Enrique Villar,Centro de Distribución,Punto de Entrega,-12.026055694791625,-77.1355251137268,-12.22016274323843,-76.79295081187273,12:28,7.06,16.42
Calle Mariano Carranza,Av. Universitaria,Punto de Entrega,Punto de Entrega,-12.127048473449817,-77.06011975892098,-11.932241541150672,-76.99281020044656,30:18,24.14,32.61
Av. Argentina,Calle El Carmen,Centro de Distribución,Punto de Entrega,-12.068044063698382,-77.18349933161217,-12.171169474091212,-76.95321774506542,110:20,22.66,80.52
Av. Los Próceres,Calle Fernando Faura,Punto de Entrega,Centro de Distribución,-12.052392975572939,-77.06723504528013,-12.328369125181357,-76.80760951011675,34:39,23.59,65.63
Av. Santa Rosa,Calle Conde de la Vega,Centro de Distribución,Punto de Entrega,-12.414821192758952,-76.75528500485275,-12.097210222219703,-77.04869340913196,23:22,12.88,39.23
Calle Bartolomé Herrera,Calle Junín,Punto de Entrega,Punto de Entrega,-11.969238829531122,-76.9984104160004,-11.96449710835286,-77.10853648599215,117:20,62.6,68.07
Av. Garcilaso de la Vega,Calle Melchor Paz,Centro de Distribución,Punto de Entrega,-12.362771154663216,-76.89304303740239,-11.810236805265951,-76.80746349768184,45:40,34.92,56.52
Av. Universitaria,Av. San Juan,Punto de Entrega,Punto de Entrega,-11.943934069582246,-76.70979314802565,-11.75649627725008,-76.71495930246525,62:28,39.49,52.84
Av. Separadora Industrial,Calle Las Dalias,Centro de Distribución,Punto de Entrega,-12.494911477359041,-76.7770184775555,-12.413570762206668,-76.91297898073739,12:31,3.71,15.07
Calle Inti Raymi,Av. Guillermo Prescott,Punto de Entrega,Centro de Distribución,-12.395341858095373,-77.09629824589678,-12.321935397847781,-77.06481210433121,115:44,37.72,94.81
Av. Velasco Astete,Av. Primavera,Centro de Distribución,Punto de Entrega,-12.076842258150208,-76.74169866745159,-12.030725395159806,-76.8804313779486,92:14,56.3,115.26
Av. Central,Calle José Galvez,Centro de Distribución,Punto de Entrega,-11.895010740877643,-77.18885299329021,-11.964105218669697,-76.79946638200727,91:36,28.22,90.45
Calle Enrique Villar,Calle Los Castaños,Punto de Entrega,Centro de Distribución,-12.195054877504912,-76.78261080088669,-12.195565111955995,-77.17957678999801,50:57,31.83,58.36
Calle Pardo de Zela,Calle Pisco,Centro de Distribución,Punto de Entrega,-12.164036357632195,-76.87785929451488,-12.270999134826589,-77.07551755804253,70:13,17.44,40.7
Calle La Luz,Calle Enrique Palacios,Centro de Distribución,Punto de Entrega,-11.894052242927632,-76.92976704793132,-12.40664966621357,-77.1138240618382,97:06,28.73,39.88
Av. Pardo,Calle La Mar,Centro de Distribución,Punto de Entrega,-12.451291015085195,-76.75888406370228,-12.264097956300555,-76.73311487722304,36:50,18.17,25.17
Calle Belén,Av. San Juan,Centro de Distribución,Punto de Entrega,-11.976535487418122,-76.87960054211123,-11.715776319377788,-77.19239279493874,98:10,45.75,100.53
Calle Montero Rosas,Calle Los Gladiolos,Centro de Distribución,Punto de Entrega,-12.314141068639461,-76.94425122875259,-11.839972528073764,-77.19970502640031,68:34,43.82,86.43
Av. El Sol,Av. Universitaria,Punto de Entrega,Centro de Distribución,-12.23306604806448,-77.23781489433412,-12.015340517804361,-76.93730006865894,70:41,52.95,71.16
Calle Manuel Almenara,Av. Primavera,Centro de Distribución,Punto de Entrega,-12.003010006708736,-77.24169204370288,-11.938668394110723,-76.95625124945767,49:44,20.13,49.19
Av. Cápac Yupanqui,Calle Aljovín,Centro de Distribución,Punto de Entrega,-11.95440177991134,-76.71185265978735,-12.36719181520488,-77.01899646698948,110:59,50.25,79.08
Av. Los Quechuas,Av. La Molina,Centro de Distribución,Punto de Entrega,-12.410638954422547,-76.93634326781994,-12.165248655720102,-76.82018128714016,5:06,2.93,10.11
Av. Iquitos,Calle Los Manzanos,Punto de Entrega,Punto de Entrega,-11.716069329396184,-77.18943189563609,-11.825429457550255,-77.10977766711238,80:54,38.82,61.81
Av. Alfredo Mendiola,Calle Los Laureles,Centro de Distribución,Punto de Entrega,-12.33179199538707,-76.73052656334394,-12.363340734914008,-76.75556114165457,48:32,17.19,45.95
Calle Grau,Calle José Galvez,Punto de Entrega,Centro de Distribución,-11.85908241308685,-76.99147204969267,-11.865217410290029,-77.01335471256532,93:59,28.65,74.77
Calle Las Gardenias,Av. Aviación,Centro de Distribución,Punto de Entrega,-12.188990435179042,-77.1198577751049,-12.059782720310496,-76.78368846322795,55:07,25.4,55.53
Calle Hermanos Catari,Av. Primavera,Centro de Distribución,Punto de Entrega,-12.11293404116655,-76.7407466965213,-12.462239686063851,-76.92971077826326,71:30,34.87,60.19
Calle Mártir Olaya,Calle Lima,Centro de Distribución,Punto de Entrega,-11.992802196072272,-76.9725732766159,-11.840452498764797,-77.19727267704967,52:06,12.85,29.36
Av. Belén,Av. Benavides,Centro de Distribución,Punto de Entrega,-12.30894506093473,-76.84934467380354,-11.761902975262867,-76.9196199121071,114:11,90.95,165.24
Av. Enrique Meiggs,Calle Los Álamos,Centro de Distribución,Punto de Entrega,-11.816706617245096,-76.73261342004588,-12.178268293762534,-76.9128619427984,110:38,75.51,65.03
Calle Porta,Av. Paseo de la República,Punto de Entrega,Centro de Distribución,-11.991435799289643,-76.91337975661935,-12.084402911452717,-76.84785778641715,73:27,41.89,84.85
Av. El Corregidor,Calle Las Flores,Punto de Entrega,Punto de Entrega,-12.056664748794216,-76.92278699578902,-12.08483345621351,-76.91731731705399,68:20,52.75,67.89
Calle La Luz,Calle Francia,Punto de Entrega,Punto de Entrega,-12.280722939109307,-77.24571643470142,-11.784058541771229,-76.99071196718698,64:46,35.83,100.04
Calle Fernando Faura,Calle Cantuarias,Centro de Distribución,Punto de Entrega,-12.063817629969773,-76.73519282237253,-12.228771321663885,-77.22982460900538,68:15,23.25,63.29
Av. San Juan,Av. Alcázar,Centro de Distribución,Punto de Entrega,-12.18749848791906,-77.10536661505886,-11.716366696807931,-77.18372607623994,83:12,67.55,82.49
Av. Argentina,Calle Santa Inés,Punto de Entrega,Punto de Entrega,-11.883829211431488,-77.26296852903575,-12.171026281222971,-76.93592889336341,16:44,3.74,11.22
Jr. de la Unión,Av. San Felipe,Centro de Distribución,Punto de Entrega,-11.764201452458199,-77.09949307728397,-11.72521809800787,-76.99459496262756,60:34,44.8,69.08
Av. Costanera,Av. Óscar R. Benavides,Punto de Entrega,Punto de Entrega,-12.183831720071312,-76.83006981297464,-11.978073865136125,-76.91114384100645,89:59,74.87,90.82
Av. Central,Calle San Martín,Centro de Distribución,Punto de Entrega,-12.260662437932949,-76.75565976982702,-11.841973943302145,-77.20908668864574,54:20,43.02,84.4
Av. Alfonso Ugarte,Av. La Paz,Centro de Distribución,Punto de Entrega,-11.867625011935333,-76.76571436430477,-11.865882153327156,-76.95761213197,101:55,27.46,84.87
Av. El Corregidor,Calle Manco Cápac,Centro de Distribución,Punto de Entrega,-12.48764020672608,-77.22589146796662,-12.33106955045863,-77.08268662712719,65:43,41.0,67.24
Av. César Vallejo,Av. San Felipe,Punto de Entrega,Centro de Distribución,-11.981366290136535,-76.77996824925343,-11.878409642944483,-77.18745579381142,99:59,25.6,61.93
Av. Próceres de la Independencia,Av. Guardia Civil,Centro de Distribución,Punto de Entrega,-11.795381428058622,-76.78577275971197,-12.192547425586845,-77.18121016303863,106:15,60.63,61.51
Calle Amazonas,Av. La Paz,Centro de Distribución,Punto de Entrega,-11.743490630873039,-76.9767270724783,-12.243735706164848,-76.86013651038682,49:57,28.04,55.36
Calle Manuel Tovar,Calle Junín,Centro de Distribución,Punto de Entrega,-12.422390152743752,-77.09111248249754,-12.408334712809914,-77.03630476838521,50:28,19.14,32.31
Calle Manuel Almenara,Av. Aramburú,Centro de Distribución,Punto de Entrega,-12.493187449851732,-76.76333036840705,-12.355483180758872,-76.97608491382165,73:59,12.75,48.9
Calle Huancavelica,Calle Manuel Tovar,Punto de Entrega,Centro de Distribución,-12.431524772872802,-76.97061008626011,-12.087436287459923,-77.06146471718147,113:29,61.89,152.2
Calle Diego de Almagro,Calle Las Musas,Punto de Entrega,Punto de Entrega,-12.171716055692022,-77.19450231841935,-12.328743812248915,-76.77399768995068,16:18,4.67,13.64
Calle Amazonas,Calle Berlín,Punto de Entrega,Punto de Entrega,-12.390210181568353,-76.93373397862327,-12.086361835957103,-77.21433428580427,50:52,26.35,31.61
Calle La Mar,Av. Universitaria,Centro de Distribución,Punto de Entrega,-12.458941043406064,-76.87274905793191,-12.297128561306849,-76.91906553785519,8:45,4.08,13.69
Calle Las Lomas,Calle Ignacio Merino,Centro de Distribución,Punto de Entrega,-12.414519800917708,-76.75389896518763,-12.2066555853062,-76.99712989216349,5:45,2.18,10.83
Calle Francisco Lazo,Calle La Mar,Punto de Entrega,Centro de Distribución,-12.492070476242377,-77.21557447908383,-12.157398713606444,-76.97302393854886,73:24,52.9,68.87
Calle Zorritos,Av. San Juan,Centro de Distribución,Punto de Entrega,-11.964531235153958,-77.24569591161611,-11.958558997789668,-76.98867298245477,53:54,33.99,84.78
Calle Sánchez Cerro,Av. La Paz,Punto de Entrega,Punto de Entrega,-11.802034878172254,-76.8277455478726,-12.302383448720688,-76.70044232874864,5:23,3.54,11.54
Calle Hernando de Lavalle,Calle José Olaya,Centro de Distribución,Punto de Entrega,-11.938291765849229,-76.74690525670623,-12.099176382756134,-76.94436026565539,21:37,17.62,40.63
Calle Medrano Silva,Calle Bellavista,Punto de Entrega,Punto de Entrega,-11.91639264150518,-77.13017972949552,-12.082708303013153,-76.97361049039533,31:45,8.36,25.12
Calle Camaná,Av. Nicolás Arriola,Centro de Distribución,Punto de Entrega,-11.89013653350759,-76.95406709467994,-11.839866994987455,-76.91950246332685,20:41,12.77,34.52
Av. Santo Toribio,Av. Raúl Ferrero,Centro de Distribución,Punto de Entrega,-11.765352616082863,-77.12391960077377,-12.440932548103149,-76.88515556514363,114:28,70.04,114.16
Calle Los Gladiolos,Av. Pardo y Aliaga,Centro de Distribución,Punto de Entrega,-12.281488121815112,-76.74075638507239,-11.87486511168022,-77.08371705380684,106:57,31.23,37.98
Calle Nicolás de Piérola,Calle Sánchez Cerro,Centro de Distribución,Punto de Entrega,-12.146801425126457,-76.82984787981302,-12.314144999382213,-77.00891405208867,70:04,56.3,94.49
Calle La Luz,Av. Parque Norte,Punto de Entrega,Punto de Entrega,-11.938328734814004,-76.88928455461813,-12.247270606727618,-77.15357144890453,14:03,6.99,18.18
Calle Las Magnolias,Av. Larco,Centro de Distribución,Punto de Entrega,-11.854796668000745,-76.99882446542935,-12.061540369783899,-77.21090874706309,109:45,35.44,83.15
Av. Pardo,Calle Aljovín,Punto de Entrega,Punto de Entrega,-11.705356063933044,-77.11885763428289,-12.4388235198228,-77.00182707637883,26:03,14.88,21.57
Calle Batalla de Junín,Calle Bolognesi,Punto de Entrega,Centro de Distribución,-12.349379240455475,-76.8790456015811,-12.402702445112045,-76.89218039263775,9:31,3.91,9.65
Av. Dueñas,Calle Las Rosas,Centro de Distribución,Punto de Entrega,-12.267287872372199,-77.17832245369979,-12.145087337960105,-77.22183496738278,32:28,11.8,22.01
Calle Pardo de Zela,Av. Argentina,Centro de Distribución,Punto de Entrega,-11.72256267026929,-77.04179324866878,-12.201251543609548,-77.06479558145546,51:52,30.81,46.75
Calle Francisco Lazo,Calle Los Álamos,Punto de Entrega,Centro de Distribución,-12.043856265056828,-77.18617217993909,-12.325536126332064,-77.15838651853848,10:13,5.55,15.03
Calle Porta,Av. Central,Centro de Distribución,Punto de Entrega,-11.843338417224096,-77.20289997908104,-12.127868405994834,-76.76264660917793,9:22,5.06,17.55
Av. Pizarro,Av. Universitaria,Punto de Entrega,Centro de Distribución,-12.158901461538829,-77.07448526697576,-12.316395241039636,-76.94488533512636,42:31,14.35,50.0
Calle Angamos Oeste,Av. Santo Toribio,Centro de Distribución,Punto de Entrega,-11.834071563017606,-77.08998997024752,-12.06511884713126,-77.25706096656334,25:47,7.96,28.68
Calle Conde de la Vega,Calle Miguel Aljovín,Centro de Distribución,Punto de Entrega,-12.379395981065878,-76.81723311864974,-12.295243205498608,-76.90636822817095,88:57,32.11,100.69
Calle Nicanor Arteaga,Calle Melchor Paz,Centro de Distribución,Punto de Entrega,-11.953091313400366,-76.70002049630425,-11.886746792805855,-76.75997501410258,66:51,12.64,43.22
Av. Ejército,Av. Alfredo Mendiola,Punto de Entrega,Centro de Distribución,-11.75098839693877,-76.87686085293723,-12.232220957994617,-77.23768451679355,61:16,13.59,29.98
Av. Universitaria,Calle Aljovín,Punto de Entrega,Punto de Entrega,-12.067334321952595,-76.71776050379633,-12.122486687351703,-76.9702252287489,30:34,7.59,29.08
Calle Los Cedros,Calle Pardo de Zela,Centro de Distribución,Punto de Entrega,-11.77643485697399,-77.10006778017132,-12.456692933775884,-77.04325641721192,72:00,35.81,64.95
Av. Larco,Calle Conde de la Vega,Punto de Entrega,Punto de Entrega,-12.200488135381695,-77.21838150768615,-11.92666447912577,-76.719556422167,49:00,14.77,23.65
Av. San Borja Norte,Calle Narciso de la Colina,Punto de Entrega,Punto de Entrega,-12.013779922913315,-76.75947315579427,-12.373561772028431,-77.29952368092212,105:25,43.06,74.3
Calle Los Castaños,Calle Junín,Centro de Distribución,Punto de Entrega,-11.96348345805414,-76.78292542517184,-11.917020845335177,-77.11229042914263,57:50,36.8,77.09
Av. San Borja Norte,Av. El Corregidor,Centro de Distribución,Punto de Entrega,-11.846219767499836,-76.9266428796332,-12.45145713395912,-77.13298867024703,5:10,3.02,9.45
Av. Los Álamos,Calle Miguel Aljovín,Punto de Entrega,Punto de Entrega,-11.742209586667254,-77.14577727832881,-11.781714139050413,-76.90262889395551,119:32,84.0,208.19
Av. Aramburú,Calle Ignacio Merino,Punto de Entrega,Punto de Entrega,-12.03639974845892,-77.08424021676407,-12.30029014318793,-76.99032644422562,93:05,39.21,127.06
Av. Víctor Larco Herrera,Av. Colonial,Centro de Distribución,Punto de Entrega,-12.435800515412346,-77.1947334833744,-11.955925361364352,-76.90409254365308,35:52,19.28,39.78
Av. Alfredo Mendiola,Calle Los Castaños,Centro de Distribución,Punto de Entrega,-11.869933160093135,-77.0463586200345,-11.817373855726343,-76.80503747545066,108:08,75.79,190.56
Av. Huánuco,Calle Grau,Punto de Entrega,Punto de Entrega,-11.992991529272372,-76.9830198551329,-11.961512303424978,-76.89242932267359,49:37,15.51,35.21
Calle Medrano Silva,Calle Los Álamos,Punto de Entrega,Punto de Entrega,-12.45089430026514,-76.90434659429769,-11.739692774252857,-76.7024849430691,32:55,26.62,69.32
Calle Las Lomas,Calle Bolognesi,Centro de Distribución,Punto de Entrega,-12.322472871748301,-77.15494618512909,-11.879572542505066,-77.02600426673419,33:20,18.98,48.16
Av. Paseo de la República,Av. Alfredo Mendiola,Punto de Entrega,Punto de Entrega,-12.138157338503264,-76.92991669076835,-11.707548364814457,-77.0913794927675,11:07,4.67,15.57
Calle Los Ficus,Av. Central,Centro de Distribución,Punto de Entrega,-12.368158861407302,-76.91259460963795,-12.405789448431433,-76.80305129390256,23:18,12.55,28.66
Calle General Suárez,Av. Santo Toribio,Centro de Distribución,Punto de Entrega,-12.094128505761896,-76.96719313558762,-12.388731834667285,-76.90591325242234,7:49,2.45,10.63
Calle Santa Inés,Calle Fernando Faura,Punto de Entrega,Centro de Distribución,-12.246489064492923,-77.16226768490175,-11.960170946991994,-77.11657847986794,48:54,24.12,52.39
Calle Santa Inés,Av. Belén,Punto de Entrega,Punto de Entrega,-12.413221104506796,-77.25981561460566,-11.8289717105817,-77.03794053181001,65:23,52.07,112.92
Calle Porta,Calle Los Cedros,Centro de Distribución,Punto de Entrega,-11.805972410050668,-77.17809115571536,-12.357304401583505,-76.83565379078607,26:49,4.68,19.04
Av. Benavides,Calle Chiclayo,Punto de Entrega,Centro de Distribución,-12.172607970710814,-77.10932427563965,-12.40034702471372,-77.11659918058534,57:40,18.86,44.01
Calle Junín,Calle Bolívar,Centro de Distribución,Punto de Entrega,-11.80731512552561,-77.16273673550936,-11.989478796476405,-76.99570914793642,91:24,70.84,93.38
Calle Las Violetas,Calle Cayetano Heredia,Punto de Entrega,Centro de Distribución,-11.991817026020883,-76.88057799844255,-11.965605197388706,-76.79453702619536,27:34,9.8,27.78
Av. México,Calle Francia,Punto de Entrega,Centro de Distribución,-12.127783096772607,-77.15459901908726,-12.270711519726717,-77.0512197174468,115:34,56.03,95.53
Av. Pershing,Calle Pisco,Centro de Distribución,Punto de Entrega,-12.166857181141653,-77.12544431852622,-11.788044122843187,-76.88063247805073,101:12,43.03,55.25
Calle Tarapacá,Av. Pardo de Zela,Centro de Distribución,Punto de Entrega,-11.829525109968397,-77.26162955730149,-11.932485757721555,-77.29239916839416,110:51,56.76,60.5
Av. César Vallejo,Calle Bolívar,Centro de Distribución,Punto de Entrega,-12.492728703267517,-77.00966555019401,-12.003771255223118,-77.27403094672343,35:36,27.26,63.46
Av. Nicolás Arriola,Calle Loreto,Punto de Entrega,Punto de Entrega,-12.291330244241763,-77.29217627151283,-12.077342172355706,-77.27218158843873,66:44,28.31,43.68
Av. San Felipe,Av. Óscar R. Benavides,Centro de Distribución,Punto de Entrega,-12.370647760286655,-76.83420511645075,-11.74097637068953,-76.77288371578958,35:53,14.03,21.01
Av. La Paz,Av. Velasco Astete,Centro de Distribución,Punto de Entrega,-12.493509482778135,-77.2000192784995,-12.067398601791506,-76.89277476715901,64:03,12.13,31.99
Calle Dos de Mayo,Av. El Corregidor,Punto de Entrega,Punto de Entrega,-11.954019514639793,-76.77705346884595,-11.77340916519179,-77.21982436533975,49:42,32.17,49.73
Calle Enrique Palacios,Calle Las Camelias,Punto de Entrega,Punto de Entrega,-12.429636796385699,-77.04308485737295,-11.946714872196239,-76.9686717623457,46:31,15.77,50.08
Av. Pardo,Calle Manuel Tovar,Centro de Distribución,Punto de Entrega,-12.44085052832205,-77.07466830789657,-12.401166976219923,-76.71787893519571,50:45,18.75,58.39
Calle Miroquesada,Calle Las Magnolias,Punto de Entrega,Punto de Entrega,-11.836622672575162,-76.79110692183885,-11.815370524691495,-76.96317625175361,21:32,10.55,22.67
Av. Los Álamos,Av. Huánuco,Punto de Entrega,Punto de Entrega,-12.331089577135893,-77.13524050508033,-12.358172519304235,-76.93383748838966,66:17,19.31,64.43
Calle Pérez de Cuéllar,Av. Guardia Civil Norte,Punto de Entrega,Centro de Distribución,-11.947190414267215,-77.29796962141128,-11.840630433984588,-77.27718519643562,73:42,25.58,70.69
Av. San Felipe,Calle Talara,Centro de Distribución,Punto de Entrega,-12.454162470965539,-77.13406573676862,-11.900407254275672,-76.76347620396263,37:54,16.98,46.76
Av. Nicolás Arriola,Av. Pardo,Punto de Entrega,Centro de Distribución,-12.267635507072821,-77.16863371598168,-12.264203825308993,-76.85717796265041,74:50,62.36,141.43
Calle Los Laureles,Calle Los Ficus,Centro de Distribución,Punto de Entrega,-12.026797134837357,-76.76576097873041,-12.056137351774028,-77.1043914162438,71:09,15.45,45.49
Calle Pérez de Cuéllar,Av. Javier Prado,Centro de Distribución,Punto de Entrega,-12.414640907161354,-77.21065721745899,-11.951157619229923,-76.86960263604847,22:11,8.03,17.93
Calle Montero Rosas,Av. Caminos del Inca,Punto de Entrega,Punto de Entrega,-11.961689687635245,-76.93919354088509,-12.462393524233171,-77.14769225856826,87:29,62.61,115.45
Av. Central,Calle Berlín,Punto de Entrega,Punto de Entrega,-12.227324241033601,-77.09970540932144,-12.317517448776538,-76.84988280164363,89:20,26.73,57.05
Av. Separadora Industrial,Av. Petit Thouars,Centro de Distribución,Punto de Entrega,-11.789795654665719,-76.81506072408631,-11.720662258912583,-77.2096282204632,66:01,24.41,45.68
Calle José Santos Chocano,Calle Enrique Villar,Punto de Entrega,Punto de Entrega,-11.85262041943909,-77.04611144735009,-11.89291729405121,-76.77671583920858,25:44,4.83,16.21
Calle Fernando Faura,Calle Los Castaños,Punto de Entrega,Centro de Distribución,-12.262132457541842,-76.80770217402392,-12.138825183540405,-77.10402679976727,35:37,22.77,57.2
Calle Sánchez Cerro,Av. Guardia Civil,Punto de Entrega,Punto de Entrega,-12.498615944541617,-77.04218092058903,-11.78622526814093,-76.74877270199654,60:45,16.71,45.2
Av. Pardo,Av. San Borja Norte,Punto de Entrega,Centro de Distribución,-12.06996674243332,-76.70155793645374,-12.255998174171877,-76.87386639027424,91:04,47.22,87.5
Calle Chancay,Calle Manuel Almenara,Centro de Distribución,Punto de Entrega,-11.873195387565767,-77.1233486600425,-12.027244585459972,-76.92754706144967,7:59,6.11,18.7
Av. Los Frutales,Calle Melchor Paz,Punto de Entrega,Punto de Entrega,-11.708657614673255,-77.23781225358525,-12.473936387727399,-76.99530179396751,91:39,54.85,77.8
Calle Santa Inés,Av. Petit Thouars,Centro de Distribución,Punto de Entrega,-12.240047020060539,-76.78079433432848,-12.35757117030244,-77.03232665807897,55:15,20.1,47.8
Av. César Vallejo,Calle Ucayali,Punto de Entrega,Punto de Entrega,-11.763801935215827,-77.27487551233313,-12.309297652078985,-76.78630040994277,21:07,13.99,16.47
Av. Gregorio Escobedo,Calle Fernando Faura,Punto de Entrega,Punto de Entrega,-11.71318576939793,-76.81634976999231,-12.213149783447037,-77.2145729345256,95:56,45.53,64.97
Av. Pardo,Calle San Francisco,Centro de Distribución,Punto de Entrega,-12.139760282583222,-77.16393959443334,-11.730232903468314,-76.93028692323476,68:00,19.06,44.67
Av. Enrique Meiggs,Av. Naciones Unidas,Punto de Entrega,Centro de Distribución,-11.810573782595142,-77.1263889682124,-12.227940854605711,-77.14050078705205,32:37,16.15,22.94
