Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo
Calle Sucre 316,Ruta San Luis 365,Punto de Entrega,Centro de Distribución,-11.808174297901157,-76.81867146451235,-11.990202344798906,-76.83693280978248,49:51,22.89,68.71
Ruta Barranco 314,Calle Las Flores 117,Centro de Distribución,Punto de Entrega,-12.172798618268299,-77.15668148327276,-12.037586379944468,-76.80937070721848,25:18,4.37,20.54
Ctra. La Punta 65,Calle San Bartolo 73,Punto de Entrega,Punto de Entrega,-11.858147241861346,-76.83729315515214,-12.122622082556823,-76.95742620407647,94:16,47.15,55.68
Paseo Angamos 339,Pasaje Miraflores 120,Centro de Distribución,Punto de Entrega,-12.130582208367526,-77.02512533458534,-12.126248139877896,-77.17870079335204,68:25,18.72,43.31
Camino Vargas 392,Ruta San Martín 9,Centro de Distribución,Punto de Entrega,-12.032907103658193,-76.93201224483413,-11.867893347816272,-77.1185048580659,96:53,67.31,97.56
Calle Gonzales Prada,Calle Lurín 215,Punto de Entrega,Punto de Entrega,-12.19881464765833,-77.09009029215377,-12.05037372015748,-76.80306979385409,77:21,56.41,119.31
Diagonal Brasil 216,Ctra. Santa Lucía 500,Centro de Distribución,Punto de Entrega,-11.885428485712408,-76.9413736137293,-11.826597614838606,-76.99708688215645,16:48,5.33,11.38
Ctra. Villa María del Triunfo 56,Diagonal Comas 489,Punto de Entrega,Centro de Distribución,-12.010029116609262,-76.84045405684654,-12.152175085726968,-76.98132238074163,44:15,12.61,35.93
Calle Comas 279,Ruta Barranco 396,Centro de Distribución,Punto de Entrega,-12.077137360868777,-76.80936880981112,-11.951415914268045,-77.13453888741998,26:52,19.58,22.29
Paseo La Punta 240,Ctra. Chaclacayo 92,Centro de Distribución,Punto de Entrega,-12.121213829481382,-77.04289157347091,-12.151925278381224,-77.17263287204638,21:08,16.54,34.91
Jr. San Borja 178,Camino Santa María 285,Punto de Entrega,Punto de Entrega,-12.038137949407753,-76.94926864258244,-11.837956383062469,-76.87258251258045,98:00,62.87,117.29
Av. Rímac 12,Paseo Pueblo Libre 377,Centro de Distribución,Punto de Entrega,-12.156961132438042,-76.83748826863338,-11.939846888950255,-76.84386735067581,86:54,49.47,102.73
Av. Costanera,Paseo La Paz 36,Centro de Distribución,Punto de Entrega,-12.150248941931657,-76.96586913547083,-12.162049182725118,-77.01071091345965,88:36,31.98,72.88
Camino Santa Rosa 22,Camino El Agustino 89,Centro de Distribución,Punto de Entrega,-11.920672648023045,-77.05415578395323,-11.935862413542193,-77.08622578985708,60:53,11.68,40.09
Av. Las Palmeras,Av. Primavera,Centro de Distribución,Punto de Entrega,-11.926458521800756,-76.80080803774881,-11.85690377965553,-76.95048707457028,56:50,14.79,32.31
Calle La Victoria 369,Jr. Pueblo Libre 152,Punto de Entrega,Punto de Entrega,-11.908562877807995,-76.88852066597336,-12.03730538125584,-77.1333887780506,81:17,33.42,83.94
Calle San Juan 390,Av. Sucre,Punto de Entrega,Centro de Distribución,-11.926467575014664,-77.1680471324838,-11.903115119437306,-76.93152288693899,99:48,58.42,123.25
Bulevar Colón 43,Pasaje San Miguel 341,Centro de Distribución,Punto de Entrega,-12.111153949595714,-76.9886544314213,-11.806323650568352,-77.02373704528023,101:42,26.39,79.4
Bulevar Surco 484,Ctra. San Isidro 329,Punto de Entrega,Punto de Entrega,-11.814771191197122,-77.0721722531064,-12.176980253652129,-77.00920478807059,101:42,23.65,49.55
Paseo Santa María 284,Paseo San Isidro 419,Punto de Entrega,Punto de Entrega,-11.987242007689066,-77.08002808136588,-11.881855184551386,-77.00647609081373,45:07,22.66,61.66
Av. Chaclacayo 156,Diagonal San Juan de Miraflores 87,Centro de Distribución,Punto de Entrega,-11.895320560671799,-76.96064276778559,-12.125904533636058,-77.07825376629114,41:21,7.8,27.34
Diagonal Callao 188,Av. Brasil 106,Punto de Entrega,Punto de Entrega,-12.079291956898986,-76.83630666617945,-11.988717017601934,-77.15112366067657,104:02,28.69,64.7
Diagonal Jesús María 305,Calle Pucusana 236,Centro de Distribución,Punto de Entrega,-11.868531464194398,-76.9177595551306,-12.100327814532253,-76.84846456429953,68:25,31.27,85.49
Pasaje Vargas 463,Ruta Jesús María 377,Punto de Entrega,Punto de Entrega,-11.986471643477769,-77.14793819935642,-12.036562339050654,-77.10779941833118,85:19,67.94,130.8
Camino San Juan de Miraflores 6,Calle Nicanor Arteaga,Centro de Distribución,Punto de Entrega,-12.057324546131955,-76.95692187929397,-12.033623096821946,-77.02458503002804,16:10,4.01,14.07
Calle Callao 27,Paseo Villa El Salvador 410,Centro de Distribución,Punto de Entrega,-12.10418574418472,-77.07669366987949,-12.13394357450974,-77.05769231317238,63:43,52.48,131.45
Camino San Juan de Lurigancho 497,Bulevar Villa María del Triunfo 43,Punto de Entrega,Punto de Entrega,-11.894800961775402,-77.1681481005255,-12.18791771795484,-76.89045667696935,16:12,13.0,20.65
Calle Enrique Villar,Calle Santa María 344,Centro de Distribución,Punto de Entrega,-12.072990339237096,-76.96763360641742,-12.086721698752703,-76.93360902915138,113:29,74.48,63.83
Av. Central,Paseo Benavides 424,Centro de Distribución,Punto de Entrega,-11.83202477311714,-77.01644610191431,-12.098035681880278,-77.02206782002577,115:33,24.13,73.8
Ctra. Angamos 265,Calle Pisco,Centro de Distribución,Punto de Entrega,-11.839666865266036,-76.97647983590386,-11.985634895342352,-76.91771952198773,37:16,9.9,42.62
Av. Raúl Ferrero,Calle La Punta 231,Punto de Entrega,Centro de Distribución,-11.945688795047168,-76.83921768761786,-11.834692721936422,-77.15549587429867,49:27,17.42,29.77
Pasaje Arequipa 407,Ctra. Santa Anita 369,Punto de Entrega,Centro de Distribución,-12.127262990323127,-76.80446485112942,-12.066099431626187,-77.07618848417252,33:51,6.33,22.84
Paseo Santa Rosa 14,Calle Rímac 265,Centro de Distribución,Punto de Entrega,-12.150215333100197,-77.10721386957046,-11.925878648679662,-76.96554155988399,60:24,20.69,63.33
Camino Lince 137,Ruta La Molina 400,Punto de Entrega,Punto de Entrega,-12.117700868692255,-77.18851609522568,-11.91986751861148,-77.0759410305196,9:48,5.1,14.9
Bulevar La Punta 184,Av. Caminos del Inca,Centro de Distribución,Punto de Entrega,-11.884713464192078,-76.81276730509987,-11.843678220704064,-77.06515317815952,49:42,30.84,43.9
Diagonal Ate 427,Paseo Chorrillos 88,Centro de Distribución,Punto de Entrega,-12.138260885469156,-77.04263107564023,-12.001911889313682,-77.10080686267766,19:37,4.77,15.54
Calle San Isidro 495,Calle Miraflores 408,Punto de Entrega,Punto de Entrega,-11.941202661547912,-77.1944100363492,-12.142715936979615,-77.0655429449468,97:25,60.86,84.77
Paseo Mendoza 420,Bulevar Brasil 323,Centro de Distribución,Punto de Entrega,-11.916719444327697,-77.00966250970757,-12.002675811100742,-76.8117321697561,9:46,3.26,11.76
Ctra. Chaclacayo 92,Av. Brasil 320,Punto de Entrega,Punto de Entrega,-12.011520167898858,-76.93627619717704,-11.893825230470474,-76.94502657058821,77:58,42.57,62.55
Paseo Santa María 284,Calle Santa María 344,Punto de Entrega,Punto de Entrega,-12.060837718210195,-76.84794554778017,-11.825757788294686,-77.19156735447497,47:37,24.33,46.21
Ruta Granados 169,Calle Pérez de Cuéllar,Centro de Distribución,Punto de Entrega,-12.099553685503798,-77.067218574416,-11.884418209791312,-76.89263708716321,5:44,4.3,13.04
Jr. Vargas 412,Pasaje Lince 177,Punto de Entrega,Centro de Distribución,-12.051212379427945,-76.8915191797483,-11.984148500432996,-76.88679775053622,5:06,4.18,14.92
Jr. Vargas 339,Paseo El Agustino 107,Punto de Entrega,Punto de Entrega,-12.126150721767484,-76.89399869673179,-12.027209136373612,-76.97981146758859,86:03,18.85,38.07
Av. Lince 146,Calle Miguel Grau,Punto de Entrega,Centro de Distribución,-12.01903250792888,-77.12462777703948,-12.03998800194955,-77.11100679759998,92:27,69.7,120.89
Av. La Victoria 60,Bulevar Comas 364,Punto de Entrega,Centro de Distribución,-11.975253684687027,-77.17283745208006,-11.863750311911629,-76.80344330268261,87:36,71.22,91.82
Ctra. Arequipa 170,Ruta La Punta 151,Punto de Entrega,Punto de Entrega,-11.831388730580143,-76.86870323448598,-11.842553115843165,-76.9623882438669,27:08,13.81,15.69
Paseo José Pardo 425,Camino José Pardo 404,Centro de Distribución,Punto de Entrega,-11.861761005272916,-76.98116753712479,-11.90984338429644,-76.88489678387553,10:30,7.02,13.41
Ruta Arequipa 427,Pasaje San Juan 59,Punto de Entrega,Punto de Entrega,-12.014573851879453,-77.16842268373475,-12.104782312420543,-76.86265798816589,86:25,30.46,99.09
Jr. Chaclacayo 317,Jr. El Agustino 455,Centro de Distribución,Punto de Entrega,-11.838856052420814,-76.85841070743359,-12.000516566647985,-77.01963628198217,112:47,34.73,106.38
Ctra. La Marina 71,Av. Naciones Unidas,Centro de Distribución,Punto de Entrega,-12.157954501658764,-77.058276164117,-12.069787593800058,-77.04448187273172,80:46,40.87,105.24
Jr. Ate 458,Jr. Magdalena del Mar 343,Punto de Entrega,Punto de Entrega,-11.852103698174492,-77.09587929015531,-11.866548345150736,-76.85240942108382,60:00,11.23,29.62
Pasaje Miraflores 270,Pasaje Colón 483,Punto de Entrega,Punto de Entrega,-12.122306021429162,-77.01280707071709,-12.018274098593045,-76.8117308351503,71:02,17.28,68.08
Av. Pardo de Zela,Av. San Juan de Lurigancho 227,Centro de Distribución,Punto de Entrega,-11.814944842907503,-77.18646558635666,-11.800042996605985,-77.14344147113263,5:16,2.63,11.4
Jr. San Juan 397,Camino Santa María 485,Punto de Entrega,Centro de Distribución,-11.895005435548294,-76.89821288625362,-12.004833493810217,-76.90120132484665,26:03,18.15,42.75
Diagonal Santa Anita 231,Bulevar Sucre 75,Punto de Entrega,Punto de Entrega,-11.892016570859061,-77.1668652404132,-12.022924326629816,-77.03622290430575,107:56,23.56,71.46
Av. Pucusana 202,Camino Sucre 489,Punto de Entrega,Punto de Entrega,-12.113781664627005,-77.18307596498646,-12.13645817593594,-76.87393785519643,47:14,12.07,29.71
Paseo Carabayllo 233,Paseo San Miguel 51,Centro de Distribución,Punto de Entrega,-12.01029580475005,-77.06720781496523,-12.054293963574187,-76.96417608349707,64:08,49.53,72.99
Av. Rímac 72,Diagonal Arequipa 233,Centro de Distribución,Punto de Entrega,-11.848111020312782,-76.82503187129379,-11.824634052716908,-76.83757588208307,9:56,3.78,15.88
Pasaje San Isidro 217,Calle San Juan de Miraflores 490,Punto de Entrega,Punto de Entrega,-12.000475435705843,-76.81190002971529,-12.077219105500687,-77.00535031479181,9:15,2.29,11.14
Diagonal Surco 202,Bulevar Las Flores 454,Punto de Entrega,Punto de Entrega,-12.087591878953571,-77.12671661001951,-12.044528969986102,-77.01548708671598,116:08,40.73,77.76
Ctra. Callao 13,Calle Augusto Durand,Punto de Entrega,Punto de Entrega,-12.050677441474264,-77.16565338264206,-11.889555875990185,-76.83150859946981,60:22,43.08,95.44
Ctra. Santa Anita 464,Paseo Lince 328,Centro de Distribución,Punto de Entrega,-11.999346953683508,-76.92456664523615,-12.153114425558883,-76.90666072644176,88:35,22.38,40.9
Camino Carabayllo 128,Calle Ucayali,Centro de Distribución,Punto de Entrega,-12.102023252056576,-77.06121338889292,-11.993213746452758,-76.88742706341527,6:00,4.93,11.75
Ruta La Victoria 361,Ruta La Marina 312,Punto de Entrega,Centro de Distribución,-12.086177912325764,-76.92664070552989,-12.1330660488413,-76.95308920389296,29:26,19.23,36.07
Av. Tomás Marsano,Diagonal San Juan 200,Punto de Entrega,Centro de Distribución,-11.94718109998888,-76.81144783955925,-11.952876520919553,-76.83143128377078,20:02,16.49,21.53
Ruta La Molina 400,Camino Puente Piedra 164,Punto de Entrega,Centro de Distribución,-11.807068501441618,-77.0838122310195,-12.079669263930302,-77.07197885116757,115:54,92.0,183.66
Ctra. San Juan de Lurigancho 6,Av. Universitaria 321,Punto de Entrega,Punto de Entrega,-12.043477215608942,-76.80141084653341,-11.98742611938401,-77.06056038665513,99:35,59.16,92.79
Ctra. San Miguel 256,Ruta San Isidro 177,Punto de Entrega,Punto de Entrega,-12.146465042459143,-76.80697952231037,-12.16294040746059,-76.83992110293723,45:01,32.61,58.09
Camino José Pardo 195,Pasaje Magdalena del Mar 372,Punto de Entrega,Centro de Distribución,-12.163238495790356,-77.04866425717191,-11.92070283473483,-76.93249341815769,102:56,82.18,177.04
Calle Las Rosas,Paseo Santa Lucía 360,Centro de Distribución,Punto de Entrega,-11.94843894117431,-77.17494632414552,-11.80395373400324,-77.1253090800777,26:56,17.04,31.26
Av. Benavides,Ctra. San Borja 97,Centro de Distribución,Punto de Entrega,-12.120392897341345,-76.98656785202017,-12.134578072967113,-76.91186982482046,86:47,60.73,70.28
Paseo Benavides 119,Av. Guillermo Prescott,Centro de Distribución,Punto de Entrega,-12.074870932739529,-76.82689509120225,-11.910999350084225,-76.93847141111979,51:06,15.27,21.18
Paseo Mendoza 197,Paseo Las Flores 398,Centro de Distribución,Punto de Entrega,-11.81774974301311,-77.02041092071428,-11.999880144472874,-77.02591924725392,113:30,33.04,67.92
Paseo Surco 321,Camino El Agustino 325,Punto de Entrega,Centro de Distribución,-12.002145733033837,-77.04433347954755,-11.970933974003804,-77.14189053517316,34:00,26.59,41.12
Ctra. Santa Rosa 487,Diagonal Ate 427,Punto de Entrega,Centro de Distribución,-12.047690882732553,-76.89162514830606,-12.076056975775334,-77.06673319489776,84:41,62.35,161.86
Paseo Arequipa 10,Jr. Cercado 310,Centro de Distribución,Punto de Entrega,-12.105311092379559,-76.85645987464738,-11.807523457092385,-76.88857388428481,25:03,6.34,19.96
Camino Surco 108,Jr. Magdalena del Mar 126,Centro de Distribución,Punto de Entrega,-11.947153620189773,-77.17185281962698,-12.151107481419515,-76.96906988937744,32:27,26.23,66.86
Camino Sucre 403,Av. Universitaria 321,Centro de Distribución,Punto de Entrega,-12.07743292100137,-76.90351934227502,-11.835335888854141,-77.17592371675252,62:04,20.53,45.93
Diagonal Villa María del Triunfo 479,Calle Rímac 265,Punto de Entrega,Punto de Entrega,-11.997540338576215,-77.10778331929913,-11.935151781957636,-76.9418476598626,20:15,7.71,23.26
Calle José Santos Chocano,Av. San Juan de Lurigancho 134,Punto de Entrega,Punto de Entrega,-11.936358124037733,-76.8189479666758,-11.820788100848318,-77.03609072949206,110:28,91.76,73.02
Ruta Pucusana 344,Av. Nicolás Arriola,Centro de Distribución,Punto de Entrega,-11.999380692230142,-77.10854208055366,-11.984932371526439,-77.12347809370534,6:15,3.61,13.47
Paseo Universitaria 98,Diagonal Comas 403,Punto de Entrega,Centro de Distribución,-12.03997782649512,-76.98441834326466,-12.037315941322262,-77.09923231682052,112:03,23.52,67.08
Av. Universitaria 321,Calle Lince 327,Centro de Distribución,Punto de Entrega,-11.937361434957026,-76.83867547002004,-12.195432042300222,-77.09061240112703,20:02,16.18,31.68
Bulevar Carabayllo 400,Pasaje Miraflores 131,Centro de Distribución,Punto de Entrega,-12.106152000439947,-77.06123701919778,-11.816898800018327,-77.16861246382601,11:18,7.66,19.5
Calle San Bartolo 112,Jr. La Molina 165,Punto de Entrega,Centro de Distribución,-11.837256127696529,-77.0986186130848,-11.914624009993792,-76.81828970159388,12:22,7.58,13.88
Jr. Granados 110,Calle Los Manzanos,Punto de Entrega,Punto de Entrega,-11.858619161588447,-77.19850983460827,-11.928369884051754,-77.17424214984574,112:03,27.13,61.23
Bulevar Rímac 182,Av. Vargas 32,Punto de Entrega,Centro de Distribución,-11.974285360479259,-76.82542694250178,-12.038670210365536,-76.8893517751315,19:26,13.46,30.05
Diagonal San Juan de Miraflores 87,Camino Colón 60,Punto de Entrega,Centro de Distribución,-12.176303634355731,-77.12543861957843,-11.95260835576575,-76.86682811881857,103:20,85.7,168.2
Calle Villa El Salvador 377,Bulevar San Borja 48,Centro de Distribución,Punto de Entrega,-12.00713022091654,-76.83764272884221,-12.138093624471379,-76.83390482292,103:34,69.52,152.17
Camino Villa María del Triunfo 31,Ruta San Juan 244,Centro de Distribución,Punto de Entrega,-12.173956727974149,-77.12691416541385,-12.052048571529449,-77.01408478049736,67:50,48.49,103.76
Camino Cercado 344,Av. San Juan de Lurigancho 227,Centro de Distribución,Punto de Entrega,-11.810546241825573,-77.11644478876015,-11.9592270361435,-76.91734203157755,28:38,10.01,23.72
Ctra. La Marina 258,Paseo San Bartolo 324,Punto de Entrega,Punto de Entrega,-12.11392926556529,-77.14156393121522,-11.878195942074344,-77.19707771316469,99:45,28.05,60.67
Calle Jesús María 390,Pasaje Santa Rosa 74,Punto de Entrega,Centro de Distribución,-12.173784094039725,-76.91947493231164,-12.004930215559712,-76.88727193678562,11:37,5.07,10.55
Ruta Ate 366,Camino La Victoria 137,Centro de Distribución,Punto de Entrega,-11.910855821860359,-77.07410179215603,-11.949871299746606,-77.11633357274731,12:31,10.19,19.23
Pasaje San Isidro 217,Ruta San Borja 146,Punto de Entrega,Centro de Distribución,-12.09145556586194,-76.9996850705397,-12.002753472590728,-76.97886830665595,38:43,16.75,46.07
Ruta Sucre 261,Diagonal San Juan de Lurigancho 64,Centro de Distribución,Punto de Entrega,-12.119984943533765,-76.87176339360755,-11.953976342802997,-76.87570341041668,115:05,71.78,112.71
Ruta San Martín 482,Calle San Martín,Centro de Distribución,Punto de Entrega,-11.945495345781541,-76.97597011294845,-11.990969762080793,-77.08141217300522,48:55,34.68,45.5
Av. San Juan de Lurigancho 9,Camino San Borja 167,Punto de Entrega,Centro de Distribución,-11.966606224562069,-76.93625201839825,-12.120854965066146,-77.02237573408962,9:56,2.93,13.26
Ctra. Barranco 322,Jr. Santa Lucía 270,Centro de Distribución,Punto de Entrega,-11.984388651207889,-76.81556973938152,-11.986610852014769,-77.07954939134834,22:52,17.94,23.67
Ruta Pachacamac 242,Ruta Santa Anita 385,Centro de Distribución,Punto de Entrega,-11.907356402160245,-76.93935245899496,-12.142655314654007,-76.87503169710152,105:18,68.36,170.28
Pasaje Benavides 418,Pasaje Pucusana 461,Centro de Distribución,Punto de Entrega,-12.071818649706453,-77.00204590028456,-12.044192711313382,-76.88633211206042,28:47,9.44,23.75
Av. Enrique Meiggs,Bulevar Magdalena del Mar 244,Centro de Distribución,Punto de Entrega,-12.063418710682587,-77.19939372045076,-12.134861007200607,-76.98338372706976,74:47,62.17,67.34
Ruta Las Flores 492,Ruta Santa Rosa 328,Punto de Entrega,Punto de Entrega,-12.054575509883469,-76.8573899344057,-11.921369023876196,-76.8938176991842,58:52,39.2,60.64
Av. San Borja Norte,Camino Arequipa 139,Centro de Distribución,Punto de Entrega,-12.098407710736979,-76.82512832728312,-12.083202213109754,-77.11614414923721,110:30,73.8,98.73
Ctra. Pachacamac 229,Calle Villa María del Triunfo 430,Centro de Distribución,Punto de Entrega,-12.144297322666239,-77.0490088420035,-12.15310016356705,-77.03826294221207,99:14,38.2,89.81
Diagonal San Juan de Miraflores 142,Pasaje San Juan de Lurigancho 53,Centro de Distribución,Punto de Entrega,-12.173682816533058,-76.99004962413542,-11.977528991474577,-77.06599945931448,85:30,54.85,70.59
Av. Santa Anita 238,Av. Cercado 152,Centro de Distribución,Punto de Entrega,-11.992675350880653,-76.81645972895485,-12.084341155094162,-77.0067352936696,14:48,4.21,14.98
Diagonal Villa María del Triunfo 479,Calle San Bartolo 73,Centro de Distribución,Punto de Entrega,-12.026216618050285,-77.19762074955229,-11.980334150338797,-76.80776094175047,77:21,49.22,79.27
Ctra. La Molina 457,Av. Pardo,Centro de Distribución,Punto de Entrega,-12.097712932041151,-77.09606246236231,-12.081036428753867,-76.98055939376033,55:37,12.32,33.21
Av. Paseo de la República,Ctra. Olaya 249,Punto de Entrega,Punto de Entrega,-11.884231905318146,-77.0409464543698,-11.947076093862245,-77.1385312955026,91:28,15.95,69.3
Ruta Villa El Salvador 3,Calle Villa El Salvador 377,Centro de Distribución,Punto de Entrega,-11.949040134678421,-77.03808818790655,-12.139014029396566,-76.80871079886771,86:49,71.18,127.12
Camino Surco 386,Paseo Barranco 240,Centro de Distribución,Punto de Entrega,-12.036026981871675,-77.14588855876165,-12.02614492872788,-77.08020888888161,96:43,71.33,75.51
Jr. San Luis 296,Av. Guardia Republicana,Centro de Distribución,Punto de Entrega,-11.978960749496727,-76.83420098959462,-12.130706921297481,-77.04226459873361,81:18,21.53,34.02
Jr. Chorrillos 412,Ctra. Callao 254,Centro de Distribución,Punto de Entrega,-11.999991610321313,-76.82364047579892,-12.167895133080833,-77.03936187230298,47:39,27.03,52.31
Diagonal Benavides 266,Calle Francia,Centro de Distribución,Punto de Entrega,-11.965529818322514,-76.95358091243986,-11.820398847625864,-77.12836825749439,98:47,77.02,188.53
Bulevar Pachacamac 448,Paseo San Bartolo 324,Centro de Distribución,Punto de Entrega,-12.028272191170293,-76.96775793473137,-11.916237420242757,-77.02752833451927,118:15,95.69,116.66
Calle La Punta 330,Camino Colón 60,Punto de Entrega,Centro de Distribución,-11.890071446452001,-76.80266952802707,-12.119495102745375,-77.13339378282733,43:35,8.81,40.19
Ctra. Callao 254,Jr. San Luis 196,Centro de Distribución,Punto de Entrega,-11.886550747555017,-76.93191405521145,-11.857429813009734,-76.95387897668589,74:38,22.39,61.17
Diagonal Mendoza 356,Calle Batalla de Junín,Centro de Distribución,Punto de Entrega,-12.068236091984078,-76.86180880331915,-11.8368484951929,-77.16019046504616,6:49,3.37,12.61
Jr. Santa María 447,Ruta Angamos 361,Punto de Entrega,Punto de Entrega,-11.8811136905081,-77.06844168794775,-11.996820984508057,-77.17181433487752,100:17,73.9,153.13
Calle San Juan de Miraflores 490,Av. Enrique Meiggs,Punto de Entrega,Centro de Distribución,-11.956571645382082,-76.87627341558188,-11.943023046076004,-76.98673334548873,101:00,70.95,178.13
Av. Los Álamos,Av. San Bartolo 466,Centro de Distribución,Punto de Entrega,-11.955702148167166,-76.96514894200489,-11.903177089249295,-76.91207938888866,62:45,28.95,71.84
Bulevar Magdalena del Mar 91,Bulevar Callao 19,Centro de Distribución,Punto de Entrega,-11.87460998250077,-76.87737242459211,-11.983601667058082,-76.99010294434639,5:15,3.99,12.43
Calle La Paz 92,Paseo Granados 81,Punto de Entrega,Punto de Entrega,-12.05586353550362,-76.82441712809057,-12.013409250055876,-77.01434217073684,88:13,41.56,75.45
Jr. Santa María 68,Calle Bolognesi,Centro de Distribución,Punto de Entrega,-11.863923918562097,-76.84461637654998,-12.029274842412114,-77.1904375396698,61:57,30.03,55.87
Bulevar Comas 274,Pasaje Lince 177,Centro de Distribución,Punto de Entrega,-12.159756501362203,-76.9031363938634,-11.921030877219733,-77.1186773892445,55:17,22.17,58.03
Av. La Paz 277,Av. Separadora Industrial,Centro de Distribución,Punto de Entrega,-12.100612544261734,-76.84037619765479,-11.982066035806536,-77.17279744835841,78:25,43.25,57.0
Paseo Santa Lucía 360,Paseo Angamos 247,Centro de Distribución,Punto de Entrega,-11.848622549981862,-77.13108682059836,-12.08286751642969,-76.90145898467728,10:46,4.19,8.42
Bulevar Benavides 447,Calle Flora Tristán,Punto de Entrega,Centro de Distribución,-11.940399969631999,-76.83241335464184,-12.027008987993321,-76.82875468860925,23:22,6.58,17.94
Pasaje Benavides 418,Diagonal Santa Anita 425,Centro de Distribución,Punto de Entrega,-12.09559483314792,-77.07975081616226,-11.903085726016034,-76.88889206921218,11:54,5.88,19.86
Paseo Jesús María 459,Paseo Benavides 119,Centro de Distribución,Punto de Entrega,-12.163025866107485,-77.08252894225299,-11.962947517986784,-77.03899339077866,72:55,51.09,102.29
Ctra. Jesús María 326,Bulevar Comas 369,Punto de Entrega,Punto de Entrega,-11.812992291345404,-77.17647225145654,-11.962433670522472,-77.0166459932625,81:12,32.06,57.82
Calle Carabayllo 257,Pasaje San Isidro 299,Centro de Distribución,Punto de Entrega,-12.074799044191135,-77.00641523565179,-12.027759139002308,-77.02254001209808,57:43,10.7,46.65
Bulevar Comas 364,Ctra. Surco 429,Punto de Entrega,Punto de Entrega,-12.104414715772979,-77.14519243567841,-11.848530527100731,-76.92375353349789,44:38,27.53,46.46
Calle Melchor Paz,Calle Callao 368,Punto de Entrega,Punto de Entrega,-11.869168181313254,-77.06098726617589,-12.073682731927628,-76.99630976585864,6:04,1.54,7.85
Ctra. Rímac 497,Calle Rodríguez de Mendoza,Punto de Entrega,Centro de Distribución,-12.164132959893385,-76.80323745890517,-12.045609370563048,-76.92184105840647,48:46,31.5,62.56
Av. San Juan de Lurigancho 9,Diagonal Lurín 166,Punto de Entrega,Centro de Distribución,-12.078480345127005,-77.07833303613269,-12.115477836745933,-77.13478576522702,11:18,8.69,17.86
Paseo José Pardo 281,Bulevar Cercado 345,Centro de Distribución,Punto de Entrega,-12.045299793823887,-77.03426254476213,-12.116518714631734,-77.13986992524204,87:02,42.03,89.74
Bulevar Angamos 469,Calle Gamarra,Punto de Entrega,Punto de Entrega,-11.999571671092427,-77.08233258976408,-12.16794588674051,-77.11764553515374,67:32,36.8,59.73
Calle Granados 334,Pasaje Jesús María 169,Centro de Distribución,Punto de Entrega,-12.172171390898097,-76.97024782626316,-12.140709361780663,-77.11373534932262,61:54,37.0,56.16
Av. Chaclacayo 446,Ctra. San Borja 418,Centro de Distribución,Punto de Entrega,-11.917269652918655,-77.13168554747158,-11.85832461513784,-76.8052247383418,70:58,32.32,40.87
Diagonal Villa El Salvador 398,Ruta Villa María del Triunfo 135,Centro de Distribución,Punto de Entrega,-11.859196955802338,-77.07490579225443,-11.989619816503463,-77.07291372864474,104:48,73.55,136.25
Diagonal Colón 231,Ruta Lurín 288,Centro de Distribución,Punto de Entrega,-12.030407127049768,-77.07181165575132,-11.945006243300384,-77.1737551504953,118:24,92.79,174.43
Paseo Mendoza 420,Jr. Santa María 447,Centro de Distribución,Punto de Entrega,-12.017383466763203,-77.13826693023502,-12.071865858931764,-77.12480907860846,114:05,37.24,101.54
Paseo Lince 311,Av. San Isidro 321,Punto de Entrega,Punto de Entrega,-12.173203921506499,-77.07586080216726,-12.056261780116698,-76.91446118392429,81:26,65.65,95.49
Camino Villa El Salvador 25,Calle Ate 357,Centro de Distribución,Punto de Entrega,-12.199671923319851,-77.04055324405074,-12.038066501462737,-76.85722700670158,92:45,54.13,112.3
Camino Angamos 477,Av. Surco 431,Centro de Distribución,Punto de Entrega,-12.007298765974756,-77.08631730822188,-11.988646307650471,-77.16456477281903,105:33,75.21,121.91
Av. Colón 54,Calle Enrique Palacios,Centro de Distribución,Punto de Entrega,-12.14438394590534,-77.06028101121134,-12.184324975439491,-76.83817048155466,34:21,25.19,64.04
Av. Nicolás Arriola,Bulevar Angamos 353,Centro de Distribución,Punto de Entrega,-12.042331157188443,-76.96619503935436,-11.975585256215235,-77.09698625565386,30:08,21.44,54.32
Calle Mendoza 341,Ctra. Surco 429,Centro de Distribución,Punto de Entrega,-11.906315422318151,-76.88546401439277,-11.979508030898755,-76.93905716610354,91:18,43.59,96.9
Pasaje La Molina 159,Paseo San Isidro 440,Centro de Distribución,Punto de Entrega,-11.883894054325523,-76.95015444216264,-12.159991368039352,-77.14396930599936,69:17,56.98,127.71
Bulevar San Isidro 178,Calle Ate 357,Centro de Distribución,Punto de Entrega,-12.196210988024765,-77.01075553828146,-11.975667060181365,-77.1314449416811,108:38,30.15,79.62
Calle Ramón Zavala,Ruta La Molina 148,Punto de Entrega,Punto de Entrega,-11.912104302575075,-76.83478856866876,-12.161346007073611,-76.82179181416477,34:02,20.89,45.26
Camino Santa Anita 48,Bulevar Angamos 353,Punto de Entrega,Punto de Entrega,-12.025653448085581,-77.1078775038843,-11.943888880292125,-76.8549959459405,95:01,70.93,137.36
